date,execution_date,price,signal,quantity,leverage,success,available_cash,total_asset,llm_ms,effective_price
2025-08-01,2025-08-04,23.1700,buy,600,1.00,1,86051.76,99995.82,52300,23.2401
2025-08-04,2025-08-05,23.3500,hold,0,1.00,0,86051.76,100061.76,49248,23.3500
2025-08-05,2025-08-06,23.6300,hold,0,1.00,0,86051.76,100229.76,88740,23.6300
2025-08-06,2025-08-07,23.6300,hold,0,1.00,0,86051.76,100229.76,62754,23.6300
2025-08-07,2025-08-08,23.5400,hold,0,1.00,0,86051.76,100175.76,45545,23.5400
2025-08-08,2025-08-11,23.2000,hold,0,1.00,0,86051.76,99971.76,75386,23.2000
2025-08-11,2025-08-12,23.8000,hold,0,1.00,0,86051.76,100331.76,65875,23.8000
2025-08-12,2025-08-13,23.9900,hold,0,1.00,0,86051.76,100445.76,59223,23.9900
2025-08-13,2025-08-14,24.5800,buy,1700,1.00,1,43835.24,100934.58,115434,24.8258
2025-08-14,2025-08-15,24.3600,hold,0,1.00,0,43835.24,99863.24,80270,24.3600
2025-08-15,2025-08-18,26.7600,hold,0,1.00,0,43835.24,105383.24,91923,26.7600
2025-08-18,2025-08-19,27.8500,sell,1100,1.00,1,73910.03,106745.16,62525,27.3626
2025-08-19,2025-08-20,26.9000,hold,0,1.00,0,73910.03,106190.03,86924,26.9000
2025-08-20,2025-08-21,27.0800,hold,0,1.00,0,73910.03,106406.03,38640,27.0800
2025-08-21,2025-08-22,26.8000,hold,0,1.00,0,73910.03,106070.03,47976,26.8000
2025-08-22,2025-08-25,27.8500,hold,0,1.00,0,73910.03,107330.03,101021,27.8500
2025-08-25,2025-08-26,28.2300,hold,0,1.00,0,73910.03,107786.03,72332,28.2300
2025-08-26,2025-08-27,27.9300,hold,0,1.00,0,73910.03,107426.03,44622,27.9300
2025-08-27,2025-08-28,27.2100,hold,0,1.00,0,73910.03,106562.03,58972,27.2100
2025-08-28,2025-08-29,27.9600,hold,0,1.00,0,73910.03,107462.03,42678,27.9600
2025-08-29,2025-09-01,28.9100,hold,0,1.00,0,73910.03,108602.03,93650,28.9100
2025-09-01,2025-09-02,28.6900,hold,0,1.00,0,73910.03,108338.03,55289,28.6900
2025-09-02,2025-09-03,27.8500,hold,0,1.00,0,73910.03,107330.03,73515,27.8500
2025-09-03,2025-09-04,26.6300,hold,0,1.00,0,73910.03,105866.03,53192,26.6300
2025-09-04,2025-09-05,26.2100,hold,0,1.00,0,73910.03,105362.03,88185,26.2100
2025-09-05,2025-09-08,26.6000,hold,0,1.00,0,73910.03,105830.03,87109,26.6000
2025-09-08,2025-09-09,26.4200,hold,0,1.00,0,73910.03,105614.03,71054,26.4200
2025-09-09,2025-09-10,26.1900,hold,0,1.00,0,73910.03,105338.03,83843,26.1900
2025-09-10,2025-09-11,26.1900,hold,0,1.00,0,73910.03,105338.03,61101,26.1900
2025-09-11,2025-09-12,27.2700,sell,600,1.00,1,90182.70,106468.39,88505,27.1428
2025-09-12,2025-09-15,26.9500,hold,0,1.00,0,90182.70,106352.70,94502,26.9500
2025-09-15,2025-09-16,27.2100,hold,0,1.00,0,90182.70,106508.70,46480,27.2100
2025-09-16,2025-09-17,27.7100,hold,0,1.00,0,90182.70,106808.70,52487,27.7100
2025-09-17,2025-09-18,28.2100,sell,300,1.00,1,98537.64,106899.27,68002,27.8721
2025-09-18,2025-09-19,26.8700,sell,300,1.00,1,106592.22,106592.22,91386,26.7432
2025-09-19,2025-09-22,26.5500,hold,0,1.00,0,106592.22,106592.22,43062,26.5500
2025-09-22,2025-09-23,26.8900,hold,0,1.00,0,106592.22,106592.22,57377,26.8900
2025-09-23,2025-09-24,26.1200,buy,600,1.00,1,90831.49,106587.49,62281,26.2600
2025-09-24,2025-09-25,26.4500,sell,300,1.00,1,98737.24,106649.32,89170,26.3736
2025-09-25,2025-09-26,26.4700,hold,0,1.00,0,98737.24,106678.24,74141,26.4700
2025-09-26,2025-09-29,26.0600,buy,300,1.00,1,90844.76,106625.00,62502,26.3004
2025-09-29,2025-09-30,27.5800,hold,0,1.00,0,90844.76,107392.76,91140,27.5800
2025-09-30,2025-10-09,27.1200,hold,0,1.00,0,90844.76,107116.76,82138,27.1200
2025-10-09,2025-10-10,26.7600,sell,100,1.00,1,93502.96,106804.65,83380,26.6034
2025-10-10,2025-10-13,26.0900,buy,100,1.00,1,90960.03,106213.05,69748,25.4217
2025-10-13,2025-10-14,25.6200,hold,0,1.00,0,90960.03,106332.03,55374,25.6200
2025-10-14,2025-10-15,25.1600,hold,0,1.00,0,90960.03,106056.03,47226,25.1600
2025-10-15,2025-10-16,25.5400,hold,0,1.00,0,90960.03,106284.03,87488,25.5400
2025-10-16,2025-10-17,25.4200,hold,0,1.00,0,90960.03,106212.03,57607,25.4200
2025-10-17,2025-10-20,24.8600,hold,0,1.00,0,90960.03,105876.03,42263,24.8600
2025-10-20,2025-10-21,25.0200,hold,0,1.00,0,90960.03,105972.03,90936,25.0200
2025-10-21,2025-10-22,25.3600,hold,0,1.00,0,90960.03,106176.03,76104,25.3600
2025-10-22,2025-10-23,25.1200,hold,0,1.00,0,90960.03,106032.03,63993,25.1200
2025-10-23,2025-10-24,25.4700,hold,0,1.00,0,90960.03,106242.03,82354,25.4700
2025-10-24,2025-10-27,25.9000,hold,0,1.00,0,90960.03,106500.03,99110,25.9000
2025-10-27,2025-10-28,26.0400,hold,0,1.00,0,90960.03,106584.03,143639,26.0400
2025-10-28,2025-10-29,26.0000,buy,800,1.00,1,70018.47,106655.21,74291,26.1691
2025-10-29,2025-10-30,26.4900,buy,600,1.00,1,54215.73,106875.73,79970,26.3300
2025-10-30,2025-10-31,25.6300,sell,2000,1.00,1,105434.53,105434.53,75411,25.7542
2025-10-31,2025-11-03,25.5000,hold,0,1.00,0,105434.53,105434.53,46044,25.5000
2025-11-03,2025-11-04,25.5600,hold,0,1.00,0,105434.53,105434.53,54641,25.5600
2025-11-04,2025-11-05,25.2600,buy,600,1.00,1,90360.95,105430.00,89905,25.1151
2025-11-05,2025-11-06,25.2600,hold,0,1.00,0,90360.95,105516.95,106834,25.2600
2025-11-06,2025-11-07,25.5100,hold,0,1.00,0,90360.95,105666.95,73846,25.5100
2025-11-07,2025-11-10,25.1400,hold,0,1.00,0,90360.95,105444.95,62335,25.1400
