date,execution_date,price,signal,quantity,leverage,success,available_cash,total_asset,llm_ms,effective_price
2025-08-01,2025-08-04,68.0900,buy,200,1.00,1,86300.15,99995.75,75054,68.4780
2025-08-04,2025-08-05,69.3400,hold,0,1.00,0,86300.15,100168.15,102308,69.3400
2025-08-05,2025-08-06,69.2300,hold,0,1.00,0,86300.15,100146.15,72989,69.2300
2025-08-06,2025-08-07,68.9200,hold,0,1.00,0,86300.15,100084.15,77020,68.9200
2025-08-07,2025-08-08,68.6000,hold,0,1.00,0,86300.15,100020.15,83895,68.6000
2025-08-08,2025-08-11,68.0800,hold,0,1.00,0,86300.15,99916.15,59422,68.0800
2025-08-11,2025-08-12,68.2100,hold,0,1.00,0,86300.15,99942.15,92840,68.2100
2025-08-12,2025-08-13,69.1300,hold,0,1.00,0,86300.15,100126.15,63256,69.1300
2025-08-13,2025-08-14,69.7300,hold,0,1.00,0,86300.15,100246.15,78088,69.7300
2025-08-14,2025-08-15,74.0800,hold,0,1.00,0,86300.15,101116.15,99683,74.0800
2025-08-15,2025-08-18,73.6400,buy,500,1.00,1,48797.33,101285.01,84708,74.9824
2025-08-18,2025-08-19,74.5000,hold,0,1.00,0,48797.33,100947.33,65677,74.5000
2025-08-19,2025-08-20,73.0100,hold,0,1.00,0,48797.33,99904.33,61519,73.0100
2025-08-20,2025-08-21,76.1400,hold,0,1.00,0,48797.33,102095.33,57038,76.1400
2025-08-21,2025-08-22,75.3000,hold,0,1.00,0,48797.33,101507.33,83166,75.3000
2025-08-22,2025-08-25,82.8300,hold,0,1.00,0,48797.33,106778.33,83903,82.8300
2025-08-25,2025-08-26,91.1100,sell,400,1.00,1,86265.42,114389.27,104684,93.7462
2025-08-26,2025-08-27,91.3200,sell,200,1.00,1,104911.63,114242.29,74457,93.3066
2025-08-27,2025-08-28,88.7000,hold,0,1.00,0,104911.63,113781.63,46176,88.7000
2025-08-28,2025-08-29,92.5100,hold,0,1.00,0,104911.63,114162.63,36882,92.5100
2025-08-29,2025-09-01,88.5000,hold,0,1.00,0,104911.63,113761.63,57844,88.5000
2025-09-01,2025-09-02,92.1400,hold,0,1.00,0,104911.63,114125.63,49472,92.1400
2025-09-02,2025-09-03,90.0200,hold,0,1.00,0,104911.63,113913.63,55426,90.0200
2025-09-03,2025-09-04,87.0300,hold,0,1.00,0,104911.63,113614.63,71817,87.0300
2025-09-04,2025-09-05,79.4800,hold,0,1.00,0,104911.63,112859.63,50458,79.4800
2025-09-05,2025-09-08,82.4400,hold,0,1.00,0,104911.63,113155.63,87089,82.4400
2025-09-08,2025-09-09,83.9900,hold,0,1.00,0,104911.63,113310.63,52497,83.9900
2025-09-09,2025-09-10,81.1400,sell,100,1.00,1,113018.94,113018.94,62106,82.4900
2025-09-10,2025-09-11,83.7200,hold,0,1.00,0,113018.94,113018.94,49632,83.7200
2025-09-11,2025-09-12,92.0900,hold,0,1.00,0,113018.94,113018.94,50024,92.0900
2025-09-12,2025-09-15,97.9700,buy,200,1.00,1,92610.62,113012.62,94573,102.0100
2025-09-15,2025-09-16,102.4600,hold,0,1.00,0,92610.62,113102.62,46117,102.4600
2025-09-16,2025-09-17,111.4800,hold,0,1.00,0,92610.62,114906.62,77663,111.4800
2025-09-17,2025-09-18,108.4900,hold,0,1.00,0,92610.62,114308.62,93446,108.4900
2025-09-18,2025-09-19,109.9200,hold,0,1.00,0,92610.62,114594.62,72656,109.9200
2025-09-19,2025-09-22,106.8300,hold,0,1.00,0,92610.62,113976.62,41157,106.8300
2025-09-22,2025-09-23,117.5100,hold,0,1.00,0,92610.62,116112.62,117789,117.5100
2025-09-23,2025-09-24,114.7300,hold,0,1.00,0,92610.62,115556.62,47576,114.7300
