date,execution_date,price,signal,quantity,leverage,success,available_cash,total_asset,llm_ms,effective_price
2025-08-01,2025-08-04,290.9000,hold,0,1.00,0,100000.00,100000.00,47767,290.9000
2025-08-04,2025-08-05,288.5200,hold,0,1.00,0,100000.00,100000.00,58102,288.5200
2025-08-05,2025-08-06,293.2700,buy,100,1.00,1,70861.16,99991.26,69447,291.3010
2025-08-06,2025-08-07,292.7000,close,100,1.00,1,100107.73,100107.73,72320,292.8868
2025-08-07,2025-08-08,291.7400,hold,0,1.00,0,100107.73,100107.73,41109,291.7400
2025-08-08,2025-08-11,286.8000,hold,0,1.00,0,100107.73,100107.73,63847,286.8000
2025-08-11,2025-08-12,307.6200,buy,100,1.00,1,69449.92,100098.53,88773,306.4862
2025-08-12,2025-08-13,318.0500,hold,0,1.00,0,69449.92,101254.92,92318,318.0500
2025-08-13,2025-08-14,323.8000,hold,0,1.00,0,69449.92,101829.92,115044,323.8000
2025-08-14,2025-08-15,315.8100,hold,0,1.00,0,69449.92,101030.92,88789,315.8100
2025-08-15,2025-08-18,367.2000,hold,0,1.00,0,69449.92,106169.92,53209,367.2000
2025-08-18,2025-08-19,404.9000,close,100,1.00,1,109908.27,109908.27,65977,395.6140
2025-08-19,2025-08-20,389.2800,hold,0,1.00,0,109908.27,109908.27,52871,389.2800
2025-08-20,2025-08-21,386.5000,hold,0,1.00,0,109908.27,109908.27,59667,386.5000
2025-08-21,2025-08-22,380.5600,buy,100,1.00,1,72082.15,109896.92,78964,378.1478
2025-08-22,2025-08-25,400.8200,hold,0,1.00,0,72082.15,112164.15,66719,400.8200
2025-08-25,2025-08-26,398.3500,hold,0,1.00,0,72082.15,111917.15,62794,398.3500
2025-08-26,2025-08-27,402.0000,hold,0,1.00,0,72082.15,112282.15,42731,402.0000
2025-08-27,2025-08-28,400.1700,hold,0,1.00,0,72082.15,112099.15,58947,400.1700
2025-08-28,2025-08-29,407.2000,hold,0,1.00,0,72082.15,112802.15,41282,407.2000
2025-08-29,2025-09-01,413.1400,hold,0,1.00,0,72082.15,113396.15,60972,413.1400
2025-09-01,2025-09-02,397.4100,hold,0,1.00,0,72082.15,111823.15,64423,397.4100
2025-09-02,2025-09-03,383.9600,hold,0,1.00,0,72082.15,110478.15,69472,383.9600
2025-09-03,2025-09-04,372.0200,buy,100,1.00,1,34812.75,109329.19,50952,372.5822
2025-09-04,2025-09-05,360.0900,hold,0,1.00,0,34812.75,106830.75,46017,360.0900
2025-09-05,2025-09-08,361.5000,hold,0,1.00,0,34812.75,107112.75,47585,361.5000
2025-09-08,2025-09-09,343.6000,hold,0,1.00,0,34812.75,103532.75,60568,343.6000
2025-09-09,2025-09-10,348.0000,hold,0,1.00,0,34812.75,104412.75,51032,348.0000
2025-09-10,2025-09-11,351.4000,hold,0,1.00,0,34812.75,105092.75,63682,351.4000
2025-09-11,2025-09-12,367.4100,hold,0,1.00,0,34812.75,108294.75,54180,367.4100
2025-09-12,2025-09-15,365.1100,hold,0,1.00,0,34812.75,107834.75,59884,365.1100
2025-09-15,2025-09-16,370.8800,hold,0,1.00,0,34812.75,108988.75,80275,370.8800
2025-09-16,2025-09-17,376.0300,hold,0,1.00,0,34812.75,110018.75,62234,376.0300
2025-09-17,2025-09-18,390.4200,sell,100,1.00,1,73043.84,111305.54,72107,382.6170
2025-09-18,2025-09-19,366.9100,sell,100,1.00,1,109705.86,109705.86,61245,362.2874
2025-09-19,2025-09-22,360.6200,hold,0,1.00,0,109705.86,109705.86,56837,360.6200
2025-09-22,2025-09-23,369.0100,buy,100,1.00,1,73296.94,109694.94,67857,363.9800
2025-09-23,2025-09-24,358.9600,sell,100,1.00,1,109164.48,109164.48,86096,355.6800
2025-09-24,2025-09-25,363.5900,hold,0,1.00,0,109164.48,109164.48,61582,363.5900
2025-09-25,2025-09-26,367.0000,hold,0,1.00,0,109164.48,109164.48,52286,367.0000
